Date,Arena,Home_Team,Visitor_Team,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Jordan Nwora,nworajo01,7.45,4,6,.667,1,2,.500,0,0,,0,2,2,0,0,0,2,0,9,6
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Sam Merrill,merrisa01,7.45,1,2,.500,1,1,1.000,0,0,,1,2,3,2,0,0,0,1,3,6
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,D.J. Wilson,wilsodj01,6.9,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,2,1,-6
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Thanasis Antetokounmpo,antetth01,4.983333333333333,0,0,,0,0,,0,0,,2,0,2,0,0,0,0,2,0,0
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Torrey Craig,craigto01,2.7333333333333334,0,0,,0,0,,0,0,,0,0,0,2,0,1,0,0,0,3
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,RJ Barrett,barrerj01,38.25,7,17,.412,0,4,.000,3,4,.750,2,6,8,4,1,0,2,4,17,21
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Julius Randle,randlju01,37.11666666666667,8,17,.471,3,5,.600,10,11,.909,3,11,14,7,0,1,2,4,29,12
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Mitchell Robinson,robinmi01,34.666666666666664,4,6,.667,0,0,,1,1,1.000,0,6,6,1,2,1,1,2,9,16
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Elfrid Payton,paytoel01,29.3,12,16,.750,3,3,1.000,0,2,.000,1,2,3,7,1,0,3,2,27,15
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Reggie Bullock,bullore01,16.883333333333333,2,5,.400,1,2,.500,2,2,1.000,0,3,3,1,0,0,1,2,7,1
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Kevin Knox,knoxke01,26.25,3,8,.375,1,4,.250,0,0,,0,4,4,2,1,1,1,1,7,17
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Alec Burks,burksal01,20.5,5,7,.714,4,5,.800,4,5,.800,0,2,2,5,0,0,1,3,18,21
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Frank Ntilikina,ntilila01,18.7,4,6,.667,4,4,1.000,0,0,,0,1,1,0,0,0,1,4,12,5
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Nerlens Noel,noelne01,13.333333333333334,1,1,1.000,0,0,,0,0,,1,3,4,0,0,1,3,1,2,4
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Jared Harper,harpeja01,1.8666666666666667,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Theo Pinson,pinsoth01,1.8666666666666667,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-4
"Sun, Dec 27, 2020",Madison Square Garden (IV),New York Knicks,Milwaukee Bucks,Ignas Brazdeikis,brazdig01,1.2666666666666666,0,1,.000,0,0,,2,2,1.000,1,0,1,0,0,0,0,0,2,-4
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Jayson Tatum,tatumja01,35.78333333333333,9,21,.429,3,9,.333,4,4,1.000,0,11,11,5,0,1,5,1,25,-6
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Jaylen Brown,brownja02,33.6,8,13,.615,0,1,.000,2,2,1.000,0,2,2,4,2,1,2,4,18,1
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Marcus Smart,smartma01,31.633333333333333,4,8,.500,2,4,.500,1,2,.500,1,2,3,6,2,0,2,1,11,-4
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Tristan Thompson,thomptr01,22.283333333333335,3,7,.429,0,0,,1,2,.500,1,7,8,0,0,1,3,1,7,1
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Daniel Theis,theisda01,14.933333333333334,2,5,.400,0,2,.000,0,0,,0,4,4,0,1,2,0,0,4,-5
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Payton Pritchard,pritcpa01,23.0,5,5,1.000,3,3,1.000,0,0,,0,0,0,2,2,0,2,0,13,9
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Grant Williams,willigr01,22.883333333333333,2,4,.500,1,2,.500,1,4,.250,2,2,4,0,0,0,1,4,6,3
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Jeff Teague,teaguje01,21.85,0,6,.000,0,0,,9,10,.900,0,3,3,2,2,0,1,2,9,0
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Robert Williams,williro04,21.566666666666666,6,7,.857,0,0,,0,0,,2,2,4,1,4,2,1,3,12,-4
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Semi Ojeleye,ojelese01,12.416666666666666,1,3,.333,0,2,.000,0,0,,0,1,1,1,0,0,1,1,2,0
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Domantas Sabonis,sabondo01,40.583333333333336,8,18,.444,2,4,.500,1,3,.333,2,8,10,5,0,1,4,2,19,3
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,T.J. Warren,warretj01,37.5,8,14,.571,0,1,.000,1,1,1.000,0,5,5,1,1,0,2,5,17,-2
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Malcolm Brogdon,brogdma01,36.333333333333336,11,20,.550,2,7,.286,1,2,.500,0,5,5,5,2,0,5,0,25,-4
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Myles Turner,turnemy01,29.283333333333335,3,10,.300,0,4,.000,4,4,1.000,3,4,7,0,2,5,1,2,10,3
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Aaron Holiday,holidaa01,21.9,3,5,.600,0,2,.000,0,0,,1,1,2,1,3,1,0,3,6,14
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Justin Holiday,holidju01,28.083333333333332,5,7,.714,0,1,.000,3,3,1.000,1,3,4,1,1,0,1,5,13,-2
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,Doug McDermott,mcderdo01,27.166666666666668,6,12,.500,3,7,.429,1,2,.500,1,0,1,3,1,0,0,1,16,-9
"Sun, Dec 27, 2020",Bankers Life Fieldhouse,Indiana Pacers,Boston Celtics,T.J. McConnell,mccontj01,19.133333333333333,1,2,.500,0,0,,0,0,,0,3,3,7,1,0,3,2,2,2
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Stephen Curry,curryst01,36.43333333333333,11,25,.440,5,15,.333,9,9,1.000,0,2,2,6,2,2,4,1,36,3
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Andrew Wiggins,wiggian01,36.43333333333333,6,15,.400,2,3,.667,5,6,.833,2,7,9,4,0,1,0,2,19,2
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Kelly Oubre Jr.,oubreke01,30.3,3,16,.188,0,6,.000,2,2,1.000,3,8,11,0,4,0,3,3,8,9
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,James Wiseman,wisemja01,22.616666666666667,3,8,.375,1,1,1.000,0,0,,0,3,3,0,1,1,1,4,7,-4
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Juan Toscano-Anderson,toscaju01,19.2,2,3,.667,1,2,.500,0,0,,0,5,5,1,1,0,1,1,5,-2
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Damion Lee,leeda03,20.616666666666667,4,7,.571,4,5,.800,0,0,,1,1,2,2,2,0,0,4,12,11
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Eric Paschall,pascher01,19.116666666666667,4,8,.500,1,2,.500,6,7,.857,1,1,2,2,2,0,1,2,15,-13
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Kevon Looney,looneke01,16.883333333333333,3,5,.600,0,0,,2,2,1.000,3,1,4,4,0,0,0,2,8,12
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Brad Wanamaker,wanambr01,14.4,1,4,.250,0,2,.000,0,0,,0,1,1,5,4,0,2,1,2,-3
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Jordan Poole,poolejo01,13.416666666666666,3,7,.429,2,6,.333,2,2,1.000,0,2,2,1,0,0,0,2,10,-10
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Mychal Mulder,muldemy01,10.566666666666666,2,6,.333,2,5,.400,1,2,.500,0,0,0,0,1,0,0,1,7,0
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Coby White,whiteco01,35.63333333333333,8,19,.421,4,9,.444,0,0,,0,7,7,5,0,0,3,1,20,-7
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Zach LaVine,lavinza01,34.8,11,23,.478,4,12,.333,7,9,.778,0,7,7,3,2,2,7,3,33,-5
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Wendell Carter Jr.,cartewe01,31.466666666666665,8,9,.889,1,2,.500,5,8,.625,4,9,13,4,0,0,3,3,22,-4
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Lauri Markkanen,markkla01,29.25,7,13,.538,4,7,.571,5,7,.714,0,7,7,1,1,1,2,1,23,13
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Patrick Williams,willipa01,26.35,2,5,.400,0,1,.000,2,2,1.000,1,3,4,2,0,3,2,1,6,6
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,TomÃ¡Å¡ SatoranskÃ½,satorto01,22.833333333333332,1,3,.333,0,1,.000,1,1,1.000,0,1,1,3,0,0,3,2,3,-3
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Otto Porter Jr.,porteot01,20.75,3,4,.750,3,4,.750,3,4,.750,2,4,6,3,0,0,3,2,12,-2
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Garrett Temple,templga01,19.466666666666665,1,5,.200,0,3,.000,0,0,,0,1,1,2,0,0,0,6,2,-7
"Sun, Dec 27, 2020",United Center,Chicago Bulls,Golden State Warriors,Chandler Hutchison,hutchch01,19.45,3,5,.600,1,2,.500,0,0,,0,8,8,4,1,0,1,2,7,4
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Mikal Bridges,bridgmi01,36.3,9,15,.600,4,8,.500,0,0,,1,6,7,1,0,1,0,3,22,17
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Devin Booker,bookede01,35.28333333333333,8,19,.421,1,6,.167,3,4,.750,1,4,5,5,2,1,4,1,20,16
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Deandre Ayton,aytonde01,29.3,5,11,.455,1,2,.500,0,0,,3,12,15,4,0,0,1,2,11,-1
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Chris Paul,paulch01,27.233333333333334,4,10,.400,0,2,.000,0,0,,1,3,4,12,0,0,2,4,8,-5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Jae Crowder,crowdja01,25.8,1,6,.167,0,4,.000,0,0,,0,3,3,3,0,0,1,1,2,-4
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Cameron Johnson,johnsca02,21.05,7,9,.778,3,4,.750,4,4,1.000,0,1,1,1,1,0,0,1,21,25
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Cameron Payne,payneca01,19.616666666666667,2,5,.400,1,2,.500,2,2,1.000,0,5,5,6,2,0,0,6,7,26
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Frank Kaminsky,kaminfr01,18.7,5,10,.500,1,2,.500,0,0,,1,1,2,2,0,1,1,1,11,17
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Langston Galloway,gallola01,14.3,3,4,.750,2,3,.667,1,1,1.000,0,0,0,0,0,0,0,0,9,5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Jevon Carter,carteje01,10.116666666666667,2,4,.500,1,2,.500,0,0,,0,1,1,0,1,0,0,1,5,-6
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Ty-Shon Alexander,alexaty01,1.15,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Damian Jones,jonesda03,1.15,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Buddy Hield,hieldbu01,33.916666666666664,6,16,.375,3,9,.333,2,2,1.000,0,0,0,3,1,1,1,3,17,-18
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Harrison Barnes,barneha02,28.9,4,6,.667,0,1,.000,2,3,.667,0,7,7,0,0,0,1,1,10,-15
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Marvin Bagley III,baglema01,27.466666666666665,5,13,.385,1,2,.500,0,0,,0,8,8,1,1,0,3,4,11,3
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,De'Aaron Fox,foxde01,26.566666666666666,4,12,.333,0,2,.000,4,6,.667,0,0,0,4,0,0,5,5,12,-9
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Richaun Holmes,holmeri01,24.883333333333333,3,5,.600,0,0,,2,2,1.000,2,9,11,0,2,1,2,4,8,2
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Tyrese Haliburton,halibty01,26.533333333333335,5,7,.714,3,4,.750,2,2,1.000,1,0,1,6,0,0,0,2,15,-19
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Cory Joseph,josepco01,20.266666666666666,2,4,.500,1,2,.500,4,4,1.000,0,2,2,2,1,0,1,2,9,-10
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Glenn Robinson III,robingl02,15.9,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-16
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Nemanja Bjelica,bjeline01,11.116666666666667,1,3,.333,1,1,1.000,0,0,,0,3,3,2,0,0,0,0,3,-5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Hassan Whiteside,whiteha01,10.4,3,4,.750,0,0,,0,2,.000,0,2,2,0,0,2,0,1,6,-11
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Kyle Guy,guyky01,5.75,1,2,.500,1,1,1.000,2,2,1.000,0,2,2,1,0,0,0,0,5,3
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Jahmi'us Ramsey,ramseja01,2.7666666666666666,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Robert Woodard II,woodaro01,2.7666666666666666,1,2,.500,0,1,.000,0,2,.000,0,1,1,0,0,0,1,0,2,5
"Sun, Dec 27, 2020",Golden 1 Center,Sacramento Kings,Phoenix Suns,Justin James,jamesju01,2.7666666666666666,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,5
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Naz Reid,reidna01,27.8,5,13,.385,1,4,.250,0,0,,1,4,5,4,2,0,1,5,11,-21
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Malik Beasley,beaslma01,24.45,3,9,.333,0,3,.000,2,3,.667,0,5,5,2,1,0,0,0,8,-19
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,D'Angelo Russell,russeda01,20.583333333333332,2,7,.286,0,1,.000,0,0,,0,0,0,3,1,1,7,4,4,-31
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Jake Layman,laymaja01,14.783333333333333,4,8,.500,0,1,.000,2,2,1.000,0,3,3,0,0,0,0,1,10,-17
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Josh Okogie,okogijo01,11.016666666666667,2,4,.500,0,1,.000,0,0,,0,0,0,1,0,0,0,0,4,-16
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Jarrett Culver,culveja01,29.416666666666668,4,11,.364,0,4,.000,0,0,,2,2,4,0,1,1,5,4,8,-18
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Anthony Edwards,edwaran01,28.533333333333335,6,21,.286,1,9,.111,2,2,1.000,2,2,4,2,1,0,1,2,15,-14
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Ricky Rubio,rubiori01,18.1,4,8,.500,1,4,.250,0,0,,1,3,4,4,0,0,0,1,9,-9
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Jordan McLaughlin,mclaujo01,16.25,2,5,.400,0,2,.000,0,0,,0,3,3,1,0,0,0,0,4,-6
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Jarred Vanderbilt,vandeja01,15.466666666666667,0,3,.000,0,0,,2,4,.500,2,5,7,6,3,1,1,0,2,1
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Juancho HernangÃ³mez,hernaju01,13.4,2,6,.333,1,3,.333,1,3,.333,2,3,5,0,0,1,0,1,6,-15
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Ed Davis,davised01,12.533333333333333,2,5,.400,0,0,,0,0,,7,0,7,1,0,1,2,4,4,-15
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Jaden McDaniels,mcdanja02,7.666666666666667,2,3,.667,2,3,.667,0,0,,0,1,1,0,2,1,0,2,6,0
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Kyle Kuzma,kuzmaky01,29.15,8,12,.667,4,6,.667,0,0,,1,2,3,3,0,3,1,1,20,38
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,LeBron James,jamesle01,26.2,6,13,.462,1,5,.200,5,7,.714,0,9,9,5,1,0,4,1,18,16
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Dennis SchrÃ¶der,schrode01,25.233333333333334,5,10,.500,0,3,.000,1,1,1.000,0,4,4,4,1,0,3,3,11,35
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Kentavious Caldwell-Pope,caldwke01,23.233333333333334,3,3,1.000,0,0,,2,3,.667,0,2,2,2,1,0,0,1,8,29
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Marc Gasol,gasolma01,20.65,4,4,1.000,3,3,1.000,1,1,1.000,2,5,7,8,0,4,3,2,12,24
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Talen Horton-Tucker,hortota01,20.8,4,12,.333,2,5,.400,2,2,1.000,0,2,2,3,2,1,0,2,12,5
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Montrezl Harrell,harremo01,19.683333333333334,6,10,.600,0,1,.000,0,0,,0,1,1,2,1,1,1,2,12,12
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Wesley Matthews,matthwe02,17.883333333333333,2,4,.500,0,2,.000,0,1,.000,0,1,1,2,0,1,1,1,4,16
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Markieff Morris,morrima02,15.1,3,7,.429,1,4,.250,0,0,,1,5,6,1,0,2,1,3,7,1
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Alex Caruso,carusal01,10.516666666666667,3,4,.750,1,2,.500,0,0,,0,2,2,0,0,0,0,1,7,4
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Quinn Cook,cookqu01,8.55,2,5,.400,0,3,.000,1,1,1.000,0,1,1,2,0,0,0,0,5,0
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Alfonzo McKinnie,mckinal01,7.666666666666667,3,3,1.000,0,0,,2,2,1.000,1,1,2,0,0,0,1,1,8,0
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Jared Dudley,dudleja01,7.666666666666667,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,0,3,0
"Sun, Dec 27, 2020",STAPLES Center,Los Angeles Lakers,Minnesota Timberwolves,Kostas Antetokounmpo,antetko01,7.666666666666667,0,2,.000,0,0,,0,0,,0,4,4,0,0,2,2,1,0,0
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Jonas ValanÄiÅ«nas,valanjo01,39.11666666666667,6,11,.545,0,1,.000,2,2,1.000,0,14,14,2,1,3,1,2,14,9
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Kyle Anderson,anderky01,36.71666666666667,9,17,.529,4,8,.500,6,8,.750,3,4,7,3,0,0,4,4,28,13
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Dillon Brooks,brookdi01,35.28333333333333,9,19,.474,2,4,.500,4,4,1.000,3,4,7,4,3,0,5,5,24,15
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Grayson Allen,allengr01,23.95,0,5,.000,0,4,.000,3,4,.750,1,3,4,1,1,0,2,0,3,1
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Ja Morant,moranja01,12.6,2,7,.286,0,0,,3,3,1.000,1,1,2,3,0,0,4,1,7,4
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Tyus Jones,jonesty01,34.71666666666667,4,12,.333,0,2,.000,1,1,1.000,1,4,5,4,2,0,1,2,9,-8
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Brandon Clarke,clarkbr01,28.966666666666665,6,11,.545,1,1,1.000,3,7,.429,4,3,7,2,1,0,0,0,16,0
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Desmond Bane,banede01,23.916666666666668,2,6,.333,2,5,.400,0,0,,1,2,3,0,0,0,1,3,6,-6
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,John Konchar,konchjo01,15.85,1,3,.333,0,1,.000,0,0,,0,2,2,0,1,0,0,0,2,1
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Gorgui Dieng,dienggo01,13.883333333333333,3,7,.429,1,3,.333,0,0,,2,3,5,1,1,1,1,0,7,-4
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Joe Harris,harrijo01,41.766666666666666,5,13,.385,2,4,.500,2,2,1.000,5,3,8,3,1,0,0,1,14,-10
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,TimothÃ© Luwawu-Cabarrot,luwawti01,39.88333333333333,7,17,.412,3,10,.300,4,4,1.000,1,5,6,2,2,1,4,1,21,3
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Caris LeVert,leverca01,38.18333333333333,12,29,.414,2,9,.222,2,2,1.000,1,3,4,11,5,0,3,5,28,7
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,DeAndre Jordan,jordade01,29.933333333333334,2,2,1.000,0,0,,0,0,,1,8,9,5,0,4,4,4,4,-5
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Taurean Prince,princta02,18.583333333333332,2,8,.250,1,4,.250,4,4,1.000,0,5,5,0,1,0,1,3,9,-14
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Chris Chiozza,chiozch01,26.566666666666666,5,14,.357,3,8,.375,1,2,.500,0,1,1,4,0,0,3,3,14,-9
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Landry Shamet,shamela01,24.05,2,5,.400,1,3,.333,0,0,,0,1,1,1,3,0,0,0,5,-6
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Jeff Green,greenje02,23.65,3,6,.500,2,4,.500,0,0,,0,1,1,1,1,1,0,2,8,7
"Mon, Dec 28, 2020",Barclays Center,Brooklyn Nets,Memphis Grizzlies,Jarrett Allen,allenja01,22.383333333333333,3,6,.500,0,0,,2,3,.667,5,10,15,1,0,0,2,1,8,2
"Mon, Dec 28, 2020",State Farm Arena,Atlanta Hawks,Detroit Pistons,Jerami Grant,grantje01,37.63333333333333,9,20,.450,3,8,.375,6,6,1.000,1,5,6,1,0,1,0,4,27,-4
"Mon, Dec 28, 2020",State Farm Arena,Atlanta Hawks,Detroit Pistons,Mason Plumlee,plumlma01,33.55,4,4,1.000,0,0,,1,1,1.000,5,7,12,6,3,0,1,4,9,-4
"Mon, Dec 28, 2020",State Farm Arena,Atlanta Hawks,Detroit Pistons,Saddiq Bey,beysa01,30.25,3,11,.273,2,7,.286,2,2,1.000,1,6,7,1,0,0,0,1,10,4
"Mon, Dec 28, 2020",State Farm Arena,Atlanta Hawks,Detroit Pistons,Killian Hayes,hayeski01,29.383333333333333,4,12,.333,2,6,.333,0,0,,1,1,2,8,2,0,2,4,10,-3
"Mon, Dec 28, 2020",State Farm Arena,Atlanta Hawks,Detroit Pistons,Josh Jackson,jacksjo02,28.016666666666666,11,19,.579,3,7,.429,2,4,.500,1,3,4,2,1,1,1,3,27,-3
