Date,Arena,Visitor_Team,Home_Team,player_team,is_home,opponent,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,adv_TS%,adv_eFG%,adv_3PAr,adv_FTr,adv_ORB%,adv_DRB%,adv_TRB%,adv_AST%,adv_STL%,adv_BLK%,adv_TOV%,adv_USG%,adv_ORtg,adv_DRtg,adv_BPM
"Wed, Dec 23, 2020",Rocket Mortgage Fieldhouse,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,True,Charlotte Hornets,Cedi Osman,osmande01,17.95,4,9,0.444,3,6,0.5,0,0,,1,3,4,2,0,0,1,2,11,7.5,-4,0.611,0.611,0.667,0.0,7.9,16.7,13.0,15.1,0.0,0.0,10.0,23.5,120.0,118.0,-1.9
"Wed, Dec 23, 2020",Rocket Mortgage Fieldhouse,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,True,Charlotte Hornets,Dean Wade,wadede01,15.866666666666667,3,4,0.75,1,2,0.5,0,0,,0,0,0,3,3,0,2,3,7,7.3,2,0.875,0.875,0.5,0.0,0.0,0.0,0.0,24.6,8.9,0.0,33.3,16.0,118.0,100.0,7.8
"Wed, Dec 23, 2020",Rocket Mortgage Fieldhouse,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,True,Charlotte Hornets,Damyean Dotson,dotsoda01,13.533333333333333,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,0,0,0,0,0.6,14,0.0,0.0,1.0,0.0,0.0,7.4,4.3,0.0,3.5,0.0,0.0,3.1,0.0,112.0,-8.0
"Wed, Dec 23, 2020",Rocket Mortgage Fieldhouse,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,True,Charlotte Hornets,Dylan Windler,windldy01,9.483333333333333,1,5,0.2,1,4,0.25,0,0,,0,0,0,0,2,0,1,0,3,0.9,-4,0.3,0.3,0.8,0.0,0.0,0.0,0.0,0.0,10.0,0.0,16.7,26.7,54.0,99.0,-11.2
"Wed, Dec 23, 2020",Rocket Mortgage Fieldhouse,Charlotte Hornets,Cleveland Cavaliers,Cleveland Cavaliers,True,Charlotte Hornets,Marques Bolden,boldema01,0.016666666666666666,0,0,,0,0,,0,2,0.0,0,0,0,0,0,0,0,0,0,-0.8,0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,122.0,-1000.0
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Domantas Sabonis,sabondo01,36.8,11,18,0.611,2,4,0.5,8,12,0.667,4,9,13,5,1,0,4,5,32,26.2,12,0.687,0.667,0.222,0.667,11.6,26.1,18.8,20.6,1.2,0.0,14.7,29.7,126.0,103.0,8.7
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Malcolm Brogdon,brogdma01,34.85,8,16,0.5,2,4,0.5,3,3,1.0,2,5,7,8,2,0,1,2,21,21.7,0,0.606,0.563,0.25,0.188,6.1,15.3,10.7,31.5,2.6,0.0,5.5,21.1,133.0,101.0,9.9
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Myles Turner,turnemy01,28.8,4,9,0.444,0,4,0.0,2,2,1.0,1,7,8,1,0,8,2,1,10,12.0,20,0.506,0.444,0.444,0.222,3.7,25.9,14.8,4.2,0.0,23.4,16.8,16.5,92.0,84.0,3.8
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Victor Oladipo,oladivi01,28.266666666666666,9,14,0.643,2,5,0.4,2,3,0.667,0,4,4,4,1,0,1,3,22,18.2,5,0.718,0.714,0.357,0.214,0.0,15.1,7.5,22.1,1.6,0.0,6.1,23.1,137.0,103.0,9.2
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,T.J. Warren,warretj01,22.966666666666665,2,8,0.25,0,2,0.0,1,1,1.0,0,1,1,1,0,0,0,2,5,0.4,6,0.296,0.25,0.25,0.125,0.0,4.6,2.3,5.0,0.0,0.0,0.0,14.7,71.0,108.0,-10.9
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Doug McDermott,mcderdo01,28.283333333333335,5,12,0.417,0,6,0.0,3,4,0.75,1,5,6,2,1,0,1,2,13,9.0,6,0.472,0.417,0.5,0.333,3.8,18.9,11.3,9.0,1.6,0.0,6.8,20.9,100.0,103.0,-3.0
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Justin Holiday,holidju01,22.383333333333333,2,6,0.333,1,5,0.2,1,2,0.5,0,4,4,0,0,1,1,2,6,2.3,-1,0.436,0.417,0.833,0.333,0.0,19.1,9.5,0.0,0.0,3.8,12.7,14.1,77.0,103.0,-6.4
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,T.J. McConnell,mccontj01,20.333333333333332,2,3,0.667,0,0,,1,2,0.5,1,3,4,5,1,0,1,4,5,6.8,17,0.644,0.667,0.0,0.667,5.2,15.7,10.5,28.6,2.2,0.0,20.5,9.6,133.0,102.0,0.2
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,Indiana Pacers,True,New York Knicks,Aaron Holiday,holidaa01,17.316666666666666,3,8,0.375,1,4,0.25,0,0,,1,2,3,2,0,0,2,3,7,2.1,5,0.438,0.438,0.5,0.0,6.2,12.3,9.2,14.7,0.0,0.0,20.0,23.1,83.0,107.0,-9.5
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Julius Randle,randlju01,35.46666666666667,7,15,0.467,0,2,0.0,3,4,0.75,1,8,9,9,0,0,5,5,17,11.3,-5,0.507,0.467,0.133,0.267,3.0,24.1,13.5,41.3,0.0,0.0,23.0,26.5,95.0,117.0,-4.6
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,RJ Barrett,barrerj01,34.36666666666667,11,15,0.733,3,3,1.0,1,2,0.5,0,8,8,5,0,0,1,3,26,23.2,-10,0.819,0.833,0.2,0.133,0.0,24.8,12.4,29.5,0.0,0.0,5.9,21.2,150.0,117.0,9.4
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Reggie Bullock,bullore01,25.633333333333333,4,10,0.4,3,8,0.375,0,0,,0,1,1,2,1,0,0,3,11,7.1,-16,0.55,0.55,0.8,0.0,0.0,4.2,2.1,11.9,1.8,0.0,0.0,16.9,109.0,118.0,-1.0
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Elfrid Payton,paytoel01,22.166666666666668,3,7,0.429,1,1,1.0,0,0,,1,1,2,3,1,0,5,3,7,1.2,-15,0.5,0.5,0.143,0.0,4.8,4.8,4.8,20.0,2.0,0.0,41.7,23.4,69.0,117.0,-11.6
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Mitchell Robinson,robinmi01,21.166666666666668,1,2,0.5,0,0,,1,2,0.5,2,4,6,0,0,3,0,3,3,5.1,-17,0.521,0.5,0.0,1.0,10.1,20.2,15.1,0.0,0.0,11.3,0.0,5.9,132.0,110.0,-2.6
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Alec Burks,burksal01,31.666666666666668,6,12,0.5,2,4,0.5,8,9,0.889,0,4,4,3,1,1,1,3,22,18.4,4,0.689,0.583,0.333,0.75,0.0,13.5,6.7,15.2,1.4,2.5,5.9,23.1,134.0,115.0,5.7
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Obi Toppin,toppiob01,23.55,3,12,0.25,3,7,0.429,0,0,,0,3,3,1,0,2,0,0,9,4.8,-4,0.375,0.375,0.583,0.0,0.0,13.6,6.8,6.2,0.0,6.8,0.0,22.0,76.0,115.0,-3.8
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Kevin Knox,knoxke01,18.483333333333334,2,5,0.4,0,1,0.0,0,1,0.0,0,3,3,0,2,1,2,3,4,1.3,-6,0.368,0.4,0.2,0.2,0.0,17.3,8.7,0.0,4.9,4.3,26.9,17.4,49.0,105.0,-8.3
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Immanuel Quickley,quickim01,12.433333333333334,1,3,0.333,0,1,0.0,3,3,1.0,0,1,1,1,1,0,0,0,5,5.3,5,0.579,0.333,0.333,1.0,0.0,8.6,4.3,11.0,3.6,0.0,0.0,15.0,129.0,113.0,1.2
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Nerlens Noel,noelne01,9.366666666666667,1,2,0.5,0,0,,0,0,,1,2,3,1,1,1,2,3,2,1.5,0,0.5,0.5,0.0,0.0,11.4,22.8,17.1,15.1,4.8,8.5,50.0,18.4,71.0,101.0,-5.8
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Frank Ntilikina,ntilila01,4.783333333333333,0,2,0.0,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,1,1,-0.2,-5,0.174,0.0,0.5,1.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,26.0,38.0,102.0,-14.1
"Wed, Dec 23, 2020",Bankers Life Fieldhouse,New York Knicks,Indiana Pacers,New York Knicks,False,Indiana Pacers,Theo Pinson,pinsoth01,0.9166666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,123.0,-6.6
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Jimmy Butler,butleji01,35.7,7,15,0.467,0,0,,5,5,1.0,1,2,3,7,7,0,6,1,19,18.1,-5,0.552,0.467,0.0,0.333,3.6,5.7,4.8,28.9,9.0,0.0,25.9,27.5,96.0,96.0,5.6
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Bam Adebayo,adebaba01,34.68333333333333,11,16,0.688,0,0,,3,4,0.75,3,8,11,4,0,1,7,4,25,17.2,-12,0.704,0.688,0.0,0.25,11.2,23.6,18.1,20.7,0.0,2.3,28.3,30.2,104.0,109.0,-0.3
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Tyler Herro,herroty01,32.1,6,14,0.429,1,5,0.2,0,0,,0,6,6,4,0,0,4,3,13,5.0,-7,0.464,0.464,0.357,0.0,0.0,19.1,10.7,18.1,0.0,0.0,22.2,23.7,80.0,111.0,-8.6
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Duncan Robinson,robindu01,30.333333333333332,4,8,0.5,3,6,0.5,3,3,1.0,0,5,5,1,0,0,1,2,14,10.4,-5,0.751,0.688,0.75,0.375,0.0,16.8,9.4,4.4,0.0,0.0,9.7,14.4,135.0,112.0,0.9
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Maurice Harkless,harklma01,22.716666666666665,1,4,0.25,1,2,0.5,0,0,,0,2,2,1,0,0,0,0,3,1.9,-4,0.375,0.375,0.5,0.0,0.0,9.0,5.0,5.3,0.0,0.0,0.0,7.5,89.0,115.0,-4.2
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Goran DragiÄ,dragigo01,25.966666666666665,8,13,0.615,1,4,0.25,3,3,1.0,0,4,4,7,1,0,1,4,20,18.6,7,0.698,0.654,0.308,0.231,0.0,15.7,8.8,47.6,1.8,0.0,6.5,25.0,142.0,108.0,10.2
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Kelly Olynyk,olynyke01,19.983333333333334,2,6,0.333,1,3,0.333,0,0,,0,3,3,1,2,0,0,2,5,4.4,-3,0.417,0.417,0.5,0.0,0.0,15.3,8.6,6.5,4.6,0.0,0.0,12.7,92.0,102.0,-0.8
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Andre Iguodala,iguodan01,16.833333333333332,0,2,0.0,0,0,,0,0,,2,2,4,0,1,1,3,3,0,-1.9,-3,0.0,0.0,0.0,0.0,15.4,12.1,13.6,0.0,2.7,4.8,60.0,12.6,28.0,103.0,-12.5
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Precious Achiuwa,achiupr01,13.65,3,4,0.75,0,0,,2,4,0.5,1,2,3,0,0,0,0,2,8,6.1,6,0.694,0.75,0.0,1.0,9.5,15.0,12.6,0.0,0.0,0.0,0.0,17.9,142.0,112.0,-0.4
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Miami Heat,False,Orlando Magic,Kendrick Nunn,nunnke01,8.033333333333333,0,1,0.0,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-0.1,-4,0.0,0.0,0.0,0.0,0.0,25.4,14.2,0.0,0.0,0.0,0.0,5.3,0.0,111.0,-10.9
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Nikola VuÄeviÄ,vucevni01,33.55,5,13,0.385,3,5,0.6,2,8,0.25,2,9,11,3,1,1,2,0,15,11.4,0,0.454,0.5,0.385,0.615,6.1,34.8,18.7,12.3,1.4,2.3,10.8,22.4,93.0,102.0,0.0
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Evan Fournier,fournev01,30.716666666666665,9,13,0.692,3,5,0.6,4,5,0.8,0,0,0,4,3,0,2,2,25,22.1,0,0.822,0.808,0.385,0.385,0.0,0.0,0.0,22.4,4.5,0.0,11.6,22.7,147.0,102.0,13.2
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Markelle Fultz,fultzma01,28.816666666666666,6,15,0.4,0,3,0.0,3,3,1.0,0,5,5,4,1,1,4,4,15,7.3,3,0.46,0.4,0.2,0.2,0.0,22.5,9.9,20.8,1.6,2.6,19.7,28.6,85.0,103.0,-7.8
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Aaron Gordon,gordoaa01,26.0,8,11,0.727,1,4,0.25,3,6,0.5,3,4,7,0,4,0,2,4,20,18.0,17,0.733,0.773,0.364,0.545,11.8,20.0,15.4,0.0,7.0,0.0,12.8,24.4,127.0,93.0,9.4
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Dwayne Bacon,bacondw01,18.983333333333334,0,5,0.0,0,1,0.0,0,0,,0,3,3,3,0,0,0,2,0,-1.3,0,0.0,0.0,0.2,0.0,0.0,20.5,9.0,18.1,0.0,0.0,0.0,10.7,39.0,109.0,-12.4
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Terrence Ross,rosste01,28.55,6,14,0.429,3,6,0.5,4,4,1.0,0,3,3,1,1,0,3,1,19,10.8,9,0.603,0.536,0.429,0.286,0.0,13.6,6.0,5.3,1.6,0.0,16.0,26.7,103.0,106.0,-1.3
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Chuma Okeke,okekech01,22.0,1,3,0.333,0,1,0.0,1,2,0.5,2,3,5,2,1,0,1,0,3,4.6,-11,0.387,0.333,0.333,0.667,9.3,17.7,13.0,11.0,2.1,0.0,20.5,9.0,98.0,105.0,-2.2
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Cole Anthony,anthoco01,19.183333333333334,3,5,0.6,0,1,0.0,0,0,,0,2,2,6,2,0,3,1,6,7.1,3,0.6,0.6,0.2,0.0,0.0,13.5,6.0,43.5,4.8,0.0,37.5,16.9,99.0,99.0,3.6
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Michael Carter-Williams,cartemi01,17.75,2,5,0.4,0,2,0.0,0,0,,3,0,3,0,1,1,0,2,4,4.3,3,0.4,0.4,0.4,0.0,17.3,0.0,9.7,0.0,2.6,4.3,0.0,11.4,111.0,102.0,-1.9
"Wed, Dec 23, 2020",Amway Center,Miami Heat,Orlando Magic,Orlando Magic,True,Miami Heat,Khem Birch,birchkh01,14.45,2,4,0.5,0,0,,2,2,1.0,1,1,2,0,1,0,0,3,6,4.8,6,0.615,0.5,0.0,0.5,7.1,9.0,7.9,0.0,3.2,0.0,0.0,13.7,138.0,103.0,-1.8
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Joel Embiid,embiijo01,34.833333333333336,10,17,0.588,1,1,1.0,8,9,0.889,2,12,14,2,0,1,3,3,29,23.6,-2,0.692,0.618,0.059,0.529,6.1,39.4,22.2,10.1,0.0,2.4,12.5,28.4,127.0,104.0,6.4
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Ben Simmons,simmobe01,32.416666666666664,7,12,0.583,0,0,,2,6,0.333,1,8,9,7,2,3,4,3,16,15.7,-2,0.546,0.583,0.0,0.5,3.3,28.2,15.3,33.8,2.8,7.7,21.5,23.8,100.0,94.0,6.0
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Seth Curry,curryse01,32.266666666666666,4,8,0.5,1,5,0.2,4,4,1.0,0,0,0,4,2,0,1,4,13,11.2,-1,0.666,0.563,0.625,0.5,0.0,0.0,0.0,17.0,2.8,0.0,9.3,13.8,135.0,104.0,2.0
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Tobias Harris,harrito02,31.133333333333333,3,13,0.231,0,4,0.0,4,4,1.0,4,4,8,0,0,1,2,4,10,3.2,-7,0.339,0.231,0.308,0.308,13.7,14.7,14.2,0.0,0.0,2.7,11.9,22.2,79.0,106.0,-12.3
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Danny Green,greenda02,18.266666666666666,1,6,0.167,0,4,0.0,0,0,,0,0,0,2,2,0,1,2,2,-0.2,-27,0.167,0.167,0.667,0.0,0.0,0.0,0.0,13.7,5.0,0.0,14.3,15.8,47.0,99.0,-8.5
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Shake Milton,miltosh01,29.733333333333334,6,11,0.545,2,4,0.5,5,7,0.714,0,1,1,3,3,0,0,3,19,17.1,33,0.675,0.636,0.364,0.636,0.0,3.8,1.9,15.5,4.6,0.0,0.0,19.6,145.0,100.0,9.2
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Furkan Korkmaz,korkmfu01,20.183333333333334,4,9,0.444,3,6,0.5,0,0,,0,1,1,0,1,2,2,1,11,6.6,14,0.611,0.611,0.667,0.0,0.0,5.7,2.7,0.0,2.2,8.2,18.2,22.5,93.0,97.0,3.8
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Mike Scott,scottmi01,16.866666666666667,1,3,0.333,1,3,0.333,0,0,,0,2,2,0,1,0,0,1,3,2.5,13,0.5,0.5,1.0,0.0,0.0,13.6,6.5,0.0,2.7,0.0,0.0,7.3,103.0,103.0,-0.9
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Dwight Howard,howardw01,13.166666666666666,2,2,1.0,0,0,,0,0,,3,7,10,2,0,1,2,3,4,6.5,8,1.0,1.0,0.0,0.0,24.3,60.8,41.9,21.6,0.0,6.3,50.0,12.5,124.0,97.0,5.2
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Tyrese Maxey,maxeyty01,10.85,3,6,0.5,0,1,0.0,0,0,,0,2,2,2,0,0,1,0,6,4.0,3,0.5,0.5,0.167,0.0,0.0,21.1,10.2,31.9,0.0,0.0,14.3,26.7,96.0,108.0,-2.5
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Philadelphia 76ers,True,Washington Wizards,Matisse Thybulle,thybuma01,0.2833333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,99.0,-63.8
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Russell Westbrook,westbru01,36.3,9,22,0.409,0,2,0.0,3,5,0.6,2,9,11,15,0,0,6,3,21,15.8,10,0.434,0.409,0.091,0.227,6.3,26.4,16.7,73.2,0.0,0.0,19.9,35.0,95.0,109.0,0.1
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Bradley Beal,bealbr01,35.733333333333334,11,22,0.5,3,8,0.375,6,7,0.857,0,2,2,3,4,0,6,3,31,19.1,6,0.618,0.568,0.364,0.318,0.0,6.0,3.1,16.6,5.1,0.0,19.3,36.6,96.0,102.0,4.3
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Deni Avdija,avdijde01,28.1,2,2,1.0,2,2,1.0,1,2,0.5,0,4,4,1,1,0,1,3,7,6.7,14,1.215,1.5,1.0,1.0,0.0,15.2,7.9,4.8,1.6,0.0,25.8,5.8,140.0,108.0,2.6
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Thomas Bryant,bryanth01,25.55,5,13,0.385,0,3,0.0,0,1,0.0,1,4,5,0,0,1,2,5,10,1.1,2,0.372,0.385,0.231,0.077,4.5,16.7,10.8,0.0,0.0,3.2,13.0,25.4,64.0,108.0,-14.3
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Isaac Bonga,bongais01,16.716666666666665,2,3,0.667,1,1,1.0,0,1,0.0,1,2,3,2,2,0,1,2,5,6.2,7,0.727,0.833,0.333,0.333,6.8,12.8,9.9,17.3,5.4,0.0,22.5,11.2,120.0,100.0,7.8
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Ish Smith,smithis01,22.883333333333333,2,7,0.286,1,2,0.5,2,2,1.0,0,4,4,3,0,1,1,1,7,5.5,-21,0.444,0.357,0.286,0.286,0.0,18.6,9.6,18.1,0.0,3.6,11.3,16.3,93.0,108.0,-2.3
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Troy Brown Jr.,browntr01,22.433333333333334,1,3,0.333,1,2,0.5,0,0,,0,3,3,1,0,0,0,2,3,2.1,-23,0.5,0.5,0.667,0.0,0.0,14.3,7.4,5.8,0.0,0.0,0.0,5.6,106.0,111.0,-3.3
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,DÄvis BertÄns,bertada01,20.133333333333333,4,7,0.571,4,6,0.667,2,2,1.0,0,3,3,1,0,1,0,0,14,13.0,-3,0.888,0.857,0.857,0.286,0.0,15.9,8.2,8.1,0.0,4.0,0.0,16.5,162.0,108.0,14.7
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Robin Lopez,lopezro01,16.533333333333335,1,3,0.333,1,1,1.0,0,0,,1,2,3,0,0,1,2,4,3,-0.3,-16,0.5,0.5,0.333,0.0,6.9,12.9,10.0,0.0,0.0,4.9,40.0,12.7,64.0,108.0,-10.9
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Raul Neto,netora01,9.7,0,1,0.0,0,0,,2,3,0.667,0,0,0,1,0,0,0,0,2,1.6,-14,0.431,0.0,0.0,3.0,0.0,0.0,0.0,12.7,0.0,0.0,0.0,10.1,110.0,115.0,-5.1
"Wed, Dec 23, 2020",Wells Fargo Center,Washington Wizards,Philadelphia 76ers,Washington Wizards,False,Philadelphia 76ers,Moritz Wagner,wagnemo01,5.916666666666667,2,2,1.0,0,0,,0,0,,0,2,2,1,0,0,0,3,4,3.5,8,1.0,1.0,0.0,0.0,0.0,36.1,18.6,35.6,0.0,0.0,0.0,14.2,207.0,105.0,7.4
"Wed, Dec 23, 2020",Amalie Arena,New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,False,Toronto Raptors,Brandon Ingram,ingrabr01,37.333333333333336,10,19,0.526,3,6,0.5,1,2,0.5,0,9,9,11,3,1,3,2,24,24.6,17,0.604,0.605,0.316,0.105,0.0,26.3,14.5,48.5,3.7,3.0,13.1,26.1,126.0,91.0,10.0
"Wed, Dec 23, 2020",Amalie Arena,New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,False,Toronto Raptors,Eric Bledsoe,bledser01,34.45,6,12,0.5,4,8,0.5,2,4,0.5,0,2,2,6,1,1,4,1,18,13.3,4,0.654,0.667,0.667,0.333,0.0,6.3,3.5,24.9,1.3,3.2,22.5,21.9,111.0,100.0,1.8
"Wed, Dec 23, 2020",Amalie Arena,New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,False,Toronto Raptors,Steven Adams,adamsst01,30.616666666666667,4,6,0.667,0,0,,0,0,,2,6,8,3,4,2,0,1,8,15.7,16,0.667,0.667,0.0,0.0,8.7,21.4,15.7,13.2,6.0,7.3,0.0,8.3,160.0,84.0,10.4
"Wed, Dec 23, 2020",Amalie Arena,New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,False,Toronto Raptors,Zion Williamson,willizi01,29.566666666666666,7,9,0.778,0,0,,1,4,0.25,4,6,10,3,1,1,6,3,15,11.5,6,0.697,0.778,0.0,0.444,18.0,22.1,20.3,15.9,1.6,3.8,35.8,24.1,97.0,96.0,-3.3
