Date,Arena,Visitor_Team,Home_Team,player_team,is_home,opponent,player_name,player_id,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,adv_TS%,adv_eFG%,adv_3PAr,adv_FTr,adv_ORB%,adv_DRB%,adv_TRB%,adv_AST%,adv_STL%,adv_BLK%,adv_TOV%,adv_USG%,adv_ORtg,adv_DRtg,adv_BPM
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Landry Shamet,shamela01,19.416666666666668,1,3,0.333,1,3,0.333,2,2,1.0,0,3,3,1,0,1,1,0,5,4.6,1,0.644,0.5,1.0,0.667,0.0,13.7,8.2,6.4,0.0,3.5,20.5,11.5,116.0,102.0,1.4
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Caris LeVert,leverca01,18.566666666666666,5,8,0.625,0,2,0.0,0,0,,0,1,1,3,0,1,7,1,10,2.1,1,0.625,0.625,0.25,0.0,0.0,4.8,2.9,27.6,0.0,3.6,46.7,37.1,72.0,107.0,-13.5
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Jeff Green,greenje02,14.533333333333333,1,3,0.333,0,1,0.0,0,0,,1,3,4,0,0,0,0,1,2,1.5,1,0.333,0.333,0.333,0.0,9.2,18.3,14.7,0.0,0.0,0.0,0.0,9.5,96.0,100.0,-6.7
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Taurean Prince,princta02,12.1,1,5,0.2,1,2,0.5,2,2,1.0,0,0,0,0,0,1,0,2,5,1.8,-7,0.425,0.3,0.4,0.4,0.0,0.0,0.0,0.0,0.0,5.6,0.0,22.3,98.0,108.0,-8.4
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,TimothÃ© Luwawu-Cabarrot,luwawti01,2.5,1,1,1.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,4,3.7,4,1.064,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,230.0,112.0,26.0
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Tyler Johnson,johnsty01,2.5,1,1,1.0,1,1,1.0,0,0,,0,0,0,0,0,0,0,0,3,2.7,4,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,300.0,112.0,35.5
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Bruce Brown,brownbr01,2.5,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,4,,,,,0.0,35.6,21.3,0.0,0.0,0.0,,0.0,0.0,90.0,-0.4
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Rodions Kurucs,kurucro01,2.5,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8,4,0.0,0.0,0.0,0.0,0.0,35.6,21.3,0.0,0.0,0.0,0.0,18.3,0.0,89.0,-28.4
"Fri, Dec 25, 2020",TD Garden,Brooklyn Nets,Boston Celtics,Brooklyn Nets,False,Boston Celtics,Reggie Perry,perryre01,2.5,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,4,,,,,0.0,0.0,0.0,46.8,0.0,0.0,,0.0,237.0,112.0,18.2
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Luka DonÄiÄ,doncilu01,34.13333333333333,9,19,0.474,2,5,0.4,7,8,0.875,0,4,4,7,0,1,3,0,27,20.7,-14,0.599,0.526,0.263,0.421,0.0,13.7,7.0,34.7,0.0,2.7,11.8,34.7,115.0,144.0,1.9
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Dorian Finney-Smith,finnedo01,29.366666666666667,4,9,0.444,2,6,0.333,0,0,,0,2,2,0,3,0,1,4,10,6.3,-19,0.556,0.556,0.667,0.0,0.0,8.0,4.1,0.0,5.0,0.0,10.0,15.8,92.0,135.0,-5.2
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Tim Hardaway Jr.,hardati02,28.05,4,12,0.333,1,5,0.2,1,2,0.5,1,3,4,2,0,0,0,1,10,5.4,-9,0.388,0.375,0.417,0.167,4.4,12.5,8.6,10.0,0.0,0.0,0.0,21.3,89.0,146.0,-11.0
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Josh Richardson,richajo01,27.383333333333333,6,12,0.5,2,5,0.4,3,3,1.0,1,1,2,2,2,0,0,4,17,13.8,-10,0.638,0.583,0.417,0.25,4.5,4.3,4.4,11.5,3.5,0.0,0.0,22.6,133.0,140.0,1.6
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Dwight Powell,poweldw01,23.533333333333335,4,4,1.0,1,1,1.0,2,4,0.5,0,3,3,1,3,0,1,2,11,11.8,-11,0.955,1.125,0.25,1.0,0.0,14.9,7.6,6.2,6.2,0.0,14.8,13.3,156.0,130.0,5.7
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Trey Burke,burketr01,24.466666666666665,5,10,0.5,4,7,0.571,3,4,0.75,0,1,1,2,0,1,0,5,17,12.0,-13,0.723,0.7,0.7,0.4,0.0,4.8,2.5,12.6,0.0,3.8,0.0,22.3,143.0,146.0,2.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Maxi Kleber,klebima01,19.75,1,2,0.5,1,2,0.5,2,2,1.0,1,4,5,0,2,0,0,0,5,7.9,-8,0.868,0.75,1.0,1.0,6.2,23.7,15.2,0.0,4.9,0.0,0.0,6.8,181.0,131.0,3.6
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Willie Cauley-Stein,caulewi01,14.083333333333334,0,3,0.0,0,0,,0,0,,0,2,2,0,2,1,1,3,0,-1.0,-6,0.0,0.0,0.0,0.0,0.0,16.6,8.5,0.0,6.9,6.6,25.0,13.2,0.0,125.0,-15.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Jalen Brunson,brunsja01,13.866666666666667,2,5,0.4,0,1,0.0,0,0,,0,2,2,1,0,0,3,2,4,-1.2,-9,0.4,0.4,0.2,0.0,0.0,16.9,8.7,10.2,0.0,0.0,37.5,26.8,53.0,144.0,-23.9
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,James Johnson,johnsja01,11.866666666666667,1,1,1.0,0,0,,2,3,0.667,0,1,1,4,1,0,0,0,4,7.4,-7,0.862,1.0,0.0,3.0,0.0,9.9,5.1,43.8,4.1,0.0,0.0,9.1,199.0,137.0,14.7
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Boban MarjanoviÄ,marjabo01,7.033333333333333,3,4,0.75,0,0,,0,0,,0,1,1,0,0,0,0,1,6,4.3,-2,0.75,0.75,0.0,0.0,0.0,16.6,8.5,0.0,0.0,0.0,0.0,26.4,135.0,144.0,-0.1
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Wes Iwundu,iwundwe01,2.3833333333333333,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,200.0,150.0,7.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Josh Green,greenjo02,2.3833333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,150.0,-8.8
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,False,Los Angeles Lakers,Tyrell Terry,terryty01,1.7,1,1,1.0,0,0,,0,0,,0,0,0,1,0,0,0,0,2,2.4,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,27.3,207.0,150.0,29.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,LeBron James,jamesle01,31.4,8,18,0.444,3,8,0.375,3,4,0.75,1,6,7,10,1,0,4,0,22,18.7,16,0.557,0.528,0.444,0.222,3.7,23.5,13.4,39.4,1.5,0.0,16.8,30.9,125.0,118.0,3.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Anthony Davis,davisan02,30.283333333333335,10,16,0.625,3,5,0.6,5,7,0.714,1,7,8,5,2,0,2,2,28,25.5,16,0.734,0.719,0.313,0.438,3.9,28.4,15.9,22.5,3.2,0.0,9.5,28.4,149.0,114.0,12.2
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Dennis SchrÃ¶der,schrode01,25.116666666666667,7,11,0.636,1,3,0.333,3,4,0.75,1,1,2,6,0,0,4,5,18,11.9,8,0.705,0.682,0.273,0.364,4.7,4.9,4.8,30.5,0.0,0.0,23.9,27.2,126.0,123.0,-3.8
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Kentavious Caldwell-Pope,caldwke01,24.15,3,7,0.429,2,6,0.333,0,0,,0,0,0,2,1,2,0,4,8,6.5,14,0.571,0.571,0.857,0.0,0.0,0.0,0.0,8.8,2.0,7.8,0.0,11.8,145.0,111.0,1.3
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Marc Gasol,gasolma01,19.566666666666666,0,1,0.0,0,1,0.0,2,2,1.0,2,7,9,0,0,0,1,2,2,3.0,8,0.532,0.0,1.0,2.0,12.0,44.0,27.6,0.0,0.0,0.0,34.7,6.0,112.0,120.0,-7.3
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Montrezl Harrell,harremo01,28.433333333333334,10,13,0.769,0,1,0.0,2,5,0.4,5,2,7,2,1,0,2,4,22,18.6,15,0.724,0.769,0.077,0.385,20.6,8.7,14.8,9.9,1.7,0.0,11.6,24.7,140.0,119.0,1.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Kyle Kuzma,kuzmaky01,21.9,5,11,0.455,3,4,0.75,0,0,,2,4,6,2,0,1,0,1,13,11.6,7,0.591,0.591,0.364,0.0,10.7,22.5,16.4,10.9,0.0,4.3,0.0,20.5,150.0,118.0,4.0
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Wesley Matthews,matthwe02,16.416666666666668,1,3,0.333,0,2,0.0,0,0,,0,1,1,0,1,0,0,1,2,1.2,-3,0.333,0.333,0.667,0.0,0.0,7.5,3.7,0.0,3.0,0.0,0.0,7.5,84.0,116.0,-6.9
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Markieff Morris,morrima02,15.333333333333334,3,5,0.6,3,5,0.6,0,0,,3,4,7,2,1,0,0,0,9,12.4,3,0.9,0.9,1.0,0.0,22.9,32.1,27.4,15.0,3.2,0.0,0.0,13.3,204.0,114.0,20.1
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Alex Caruso,carusal01,13.4,2,2,1.0,2,2,1.0,0,0,,0,1,1,2,2,0,2,2,6,6.3,10,1.5,1.5,1.0,0.0,0.0,9.2,4.5,16.3,7.2,0.0,50.0,12.2,121.0,106.0,11.8
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Talen Horton-Tucker,hortota01,6.85,1,2,0.5,1,1,1.0,2,2,1.0,1,0,1,2,0,1,1,2,5,5.0,9,0.868,0.75,0.5,1.0,17.1,0.0,8.8,31.9,0.0,13.7,25.8,23.1,157.0,109.0,15.0
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Alfonzo McKinnie,mckinal01,2.3833333333333333,1,1,1.0,1,1,1.0,0,0,,0,1,1,0,0,0,0,0,3,3.0,4,1.5,1.5,1.0,0.0,0.0,51.6,25.2,0.0,0.0,0.0,0.0,17.1,300.0,120.0,36.4
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Quinn Cook,cookqu01,2.3833333333333333,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,0.0,124.0,-27.8
"Fri, Dec 25, 2020",STAPLES Center,Dallas Mavericks,Los Angeles Lakers,Los Angeles Lakers,True,Dallas Mavericks,Jared Dudley,dudleja01,2.3833333333333333,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,0,0,1.3,4,,,,,49.1,100.0,75.5,0.0,0.0,0.0,,0.0,231.0,116.0,7.4
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Nikola JokiÄ,jokicni01,38.483333333333334,7,13,0.538,1,4,0.25,9,11,0.818,3,6,9,10,1,0,5,2,24,23.0,-20,0.673,0.577,0.308,0.846,9.6,24.1,16.0,44.1,1.3,0.0,21.9,26.5,126.0,130.0,9.2
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Jamal Murray,murraja01,37.266666666666666,9,20,0.45,4,11,0.364,1,2,0.5,2,3,5,3,1,0,3,4,23,13.0,-3,0.551,0.55,0.55,0.1,6.6,12.5,9.2,15.2,1.4,0.0,12.6,28.6,103.0,132.0,-1.2
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Michael Porter Jr.,portemi01,23.333333333333332,4,9,0.444,2,6,0.333,0,0,,0,3,3,2,2,0,0,2,10,8.8,-14,0.556,0.556,0.667,0.0,0.0,19.9,8.8,14.3,4.4,0.0,0.0,17.2,121.0,123.0,5.1
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Gary Harris,harriga01,22.4,1,5,0.2,0,2,0.0,0,0,,0,1,1,2,1,0,2,2,2,-1.2,-12,0.2,0.2,0.4,0.0,0.0,6.9,3.1,12.3,2.3,0.0,28.6,13.9,46.0,131.0,-12.4
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Paul Millsap,millspa01,21.883333333333333,3,5,0.6,1,2,0.5,1,2,0.5,0,1,1,0,0,0,0,4,8,4.0,-10,0.68,0.7,0.4,0.4,0.0,7.1,3.1,0.0,0.0,0.0,0.0,12.0,133.0,136.0,-4.8
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Monte Morris,morrimo01,30.35,3,7,0.429,1,3,0.333,6,7,0.857,1,0,1,4,1,0,0,0,13,13.4,-5,0.645,0.5,0.429,1.0,4.1,0.0,2.3,19.6,1.7,0.0,0.0,14.8,153.0,134.0,5.1
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Will Barton,bartowi01,28.55,4,10,0.4,1,4,0.25,6,9,0.667,1,4,5,3,1,0,1,3,15,11.2,0,0.537,0.45,0.4,0.9,4.3,21.7,12.0,16.7,1.8,0.0,6.7,23.4,117.0,129.0,0.1
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,PJ Dozier,doziepj01,19.116666666666667,3,5,0.6,1,2,0.5,0,0,,1,1,2,0,0,0,1,2,7,3.9,1,0.7,0.7,0.4,0.0,6.4,8.1,7.2,0.0,0.0,0.0,16.7,14.0,113.0,136.0,-4.0
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Isaiah Hartenstein,harteis01,9.516666666666667,3,5,0.6,0,0,,0,0,,2,3,5,1,0,1,0,1,6,7.0,7,0.6,0.6,0.0,0.0,25.9,48.8,36.0,23.1,0.0,14.0,0.0,23.4,139.0,121.0,10.6
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Bol Bol,bolbo01,5.483333333333333,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,138.0,-14.7
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Facundo Campazzo,campafa01,3.183333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.0,0.0,138.0,-24.5
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Denver Nuggets,True,Los Angeles Clippers,Markus Howard,howarma02,0.43333333333333335,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,138.0,-108.0
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Paul George,georgpa01,36.93333333333333,8,14,0.571,5,9,0.556,2,2,1.0,0,5,5,9,1,0,6,1,23,18.8,14,0.773,0.75,0.643,0.143,0.0,16.7,9.3,38.2,1.4,0.0,28.7,26.5,122.0,118.0,6.4
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Nicolas Batum,batumni01,36.31666666666667,5,8,0.625,2,5,0.4,1,1,1.0,4,6,10,4,1,1,2,5,13,14.5,13,0.77,0.75,0.625,0.125,17.1,20.3,18.9,15.4,1.4,2.9,19.2,13.5,148.0,115.0,5.4
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Kawhi Leonard,leonaka01,30.35,8,14,0.571,2,4,0.5,3,3,1.0,2,3,5,7,4,1,2,4,21,22.7,13,0.685,0.643,0.286,0.214,10.2,12.2,11.3,39.1,6.8,3.5,11.5,26.7,145.0,105.0,14.8
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Patrick Beverley,beverpa01,21.55,3,6,0.5,2,5,0.4,1,2,0.5,1,1,2,0,2,0,1,5,9,5.6,5,0.654,0.667,0.833,0.333,7.2,5.7,6.4,0.0,4.8,0.0,12.7,17.1,114.0,113.0,-1.7
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Serge Ibaka,ibakase01,21.483333333333334,6,9,0.667,2,2,1.0,1,1,1.0,0,2,2,2,0,1,1,4,15,11.2,10,0.794,0.778,0.222,0.111,0.0,11.5,6.4,16.2,0.0,5.0,9.6,22.7,142.0,120.0,5.4
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Lou Williams,willilo02,23.633333333333333,3,7,0.429,2,4,0.5,0,0,,0,4,4,3,1,0,1,1,8,7.2,4,0.571,0.571,0.571,0.0,0.0,20.8,11.6,17.5,2.2,0.0,12.5,15.8,119.0,115.0,-0.5
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Luke Kennard,kennalu01,19.883333333333333,2,6,0.333,2,4,0.5,2,2,1.0,0,6,6,2,0,0,2,1,8,5.4,6,0.581,0.5,0.667,0.333,0.0,37.1,20.7,13.3,0.0,0.0,22.5,20.9,104.0,116.0,-4.1
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Ivica Zubac,zubaciv01,19.083333333333332,2,2,1.0,0,0,,8,11,0.727,0,0,0,0,0,1,2,4,12,7.3,9,0.877,1.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.6,22.6,21.7,133.0,122.0,-4.1
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Reggie Jackson,jacksre01,13.05,2,6,0.333,1,4,0.25,0,0,,0,1,1,3,0,0,0,2,5,3.2,-4,0.417,0.417,0.667,0.0,0.0,9.4,5.3,32.8,0.0,0.0,0.0,21.5,121.0,123.0,-6.1
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Patrick Patterson,pattepa01,11.483333333333333,1,1,1.0,1,1,1.0,2,2,1.0,2,1,3,2,0,0,1,4,5,5.2,2,1.33,1.5,1.0,2.0,27.0,10.7,17.9,22.7,0.0,0.0,34.7,11.7,183.0,122.0,8.5
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Terance Mann,mannte01,4.733333333333333,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,1,2,1.3,-4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,200.0,125.0,-1.7
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Mfiondu Kabengele,kabenmf01,0.6333333333333333,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,126.0,-2.8
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Amir Coffey,coffeam01,0.43333333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,126.0,-4.4
"Fri, Dec 25, 2020",Ball Arena,Los Angeles Clippers,Denver Nuggets,Los Angeles Clippers,False,Denver Nuggets,Daniel Oturu,oturuda01,0.43333333333333335,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,126.0,-3.3
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,Trae Young,youngtr01,35.38333333333333,10,24,0.417,1,7,0.143,15,17,0.882,2,1,3,9,0,0,2,1,36,28.0,12,0.572,0.438,0.292,0.708,5.4,2.7,4.1,50.0,0.0,0.0,6.0,37.6,129.0,115.0,8.0
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,De'Andre Hunter,huntede01,35.31666666666667,5,11,0.455,2,4,0.5,3,3,1.0,1,10,11,3,0,2,1,3,15,14.3,13,0.609,0.545,0.364,0.273,2.7,27.2,15.0,13.1,0.0,5.4,7.5,15.0,127.0,104.0,4.0
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,Cam Reddish,reddica01,32.46666666666667,2,8,0.25,1,1,1.0,0,0,,1,2,3,2,1,1,3,3,5,0.4,0,0.313,0.313,0.125,0.0,3.0,5.9,4.4,8.4,1.4,3.0,27.3,13.5,61.0,109.0,-7.2
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,Bogdan BogdanoviÄ,bogdabo01,32.21666666666667,2,10,0.2,1,9,0.111,2,2,1.0,1,8,9,2,1,0,1,0,7,5.3,0,0.322,0.25,0.9,0.2,3.0,23.8,13.4,8.5,1.4,0.0,8.4,14.7,80.0,106.0,-5.9
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,John Collins,collijo01,27.3,4,9,0.444,0,3,0.0,5,5,1.0,3,7,10,0,1,2,2,4,13,11.3,15,0.58,0.444,0.333,0.556,10.5,24.6,17.6,0.0,1.7,7.0,15.2,19.2,113.0,100.0,-1.3
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,Kevin Huerter,huertke01,26.6,8,12,0.667,4,5,0.8,1,1,1.0,0,2,2,4,1,0,3,5,21,15.2,14,0.844,0.833,0.417,0.083,0.0,7.2,3.6,30.6,1.7,0.0,19.4,23.1,132.0,109.0,9.1
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,Bruno Fernando,fernabr01,17.2,0,1,0.0,0,0,,0,0,,2,8,10,3,0,0,2,1,0,2.8,-1,0.0,0.0,0.0,0.0,11.2,44.7,27.9,22.0,0.0,0.0,66.7,6.9,76.0,103.0,0.4
"Sat, Dec 26, 2020",FedEx Forum,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,False,Memphis Grizzlies,Solomon Hill,hillso01,12.966666666666667,2,5,0.4,1,2,0.5,1,1,1.0,1,1,2,0,0,0,0,2,6,3.5,3,0.551,0.5,0.4,0.2,7.4,7.4,7.4,0.0,0.0,0.0,0.0,16.7,124.0,113.0,-2.5
